date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:36	227/227	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Oct%202024%2010:45:36%20GMT	https://facket-openting.com/d/f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43.js?noscript=true&lpurl=	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/facket-openting.com/d/f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43d349.js	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:36	42908/42908	---M--	200	added ('OK')	image/png	etag:%2266ad7109af5577c111894a0d1c5a58fd%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/stage.png	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/stage.png	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:37	97285/97285	---M--	200	added ('OK')	image/png	etag:%22c84897e6aa0497c2ae246bcf7078a3d2%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/promo-3d-text.png	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/promo-3d-text.png	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:37	21833/21833	---M--	200	added ('OK')	image/png	etag:%2206f9a4c7c12e6d410b8994d958ee36a9%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/exploded-gift.png	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/exploded-gift.png	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:37	12339/12339	---M--	200	added ('OK')	image/png	etag:%22e555bdd27319e12186916e5a492a82c9%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/claim-now.png	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/claim-now.png	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:38	7201/7201	---M--	200	added ('OK')	image/png	etag:%22eb4c1dbeee89951d255cf4c243b581a0%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/spin_now.png	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/spin_now.png	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:38	7828/7828	---MCZ	200	added ('OK')	text/css	etag:W/%2290557623ffb0d9f4ad988ec222f97323%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/css/enjoyhint85b6.css?v=1603118494	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/css/enjoyhint85b685b6.css	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:38	4103/4103	---M--	200	added ('OK')	image/png	etag:%22465074db2369d8f2af6d0736ff23e022%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/cd-bg.png	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/images/newTapTapMe/cd-bg.png	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:38	530898/530898	---M--	200	added ('OK')	audio/mpeg	etag:%22d01db9c5a8b5742f086b5a0232ebe4d9%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/music/mb8-metap-bgm.mp3	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/music/mb8-metap-bgm.mp3	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:39	13374/13374	---M--	200	added ('OK')	audio/mpeg	etag:%221b138411fada5832dbbb286a1cd68064%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/music/selected-effect.mp3	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/music/selected-effect.mp3	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:39	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%2229c4e63801623c5ad6a13313b0cd8d2c%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/js/jquery.min.js	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/js/jquery.min.js	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
18:45:39	59219/59219	---MCZ	200	added ('OK')	application/javascript	etag:W/%226eda9d187084150ce3b5d69e7a680c7b%22	https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/js/bootstrap.min1bea.js	C:/Users/user/Desktop/KELVIN/JKC88/JKC88.ONLINE/JKC88/techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/js/bootstrap.min1bea.js	(from https://techpenpen.com/00078-tips-to-keep-okra-fresh-for-a-long-life-b1-PH-APTest00078/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=544244644833159&cpid=f34a96d9-7cd6-4b5e-8bb1-bf37ca342a43&lpid=dbf2f8fc-2af9-485d-b3fd-4efe4f458ae9&fbclid=IwY2xjawFQyWFleHRuA2FlbQIxMAABHctyhd1fCo8_zwx0BsI03QnE4QPrDUGbq_vJqoa1Dg2xKjdvj9-dhDpSTw_aem_7xsnlhTQjtk5VWw28w7WKQ)
